Block_ID,X,Y,Z,Rock_Type,Ore_Grade (%),Tonnage,Ore_Value (¥/tonne),Mining_Cost (¥),Processing_Cost (¥),Waste_Flag,Profit (¥),Target
B42952,485,234,5,Hematite,55.57,1180,256.2,43,20,0,227976.0,1
B42953,210,140,46,Magnetite,62.99,2391,252.28,43,32,0,423876.48,1
B42954,317,487,50,Magnetite,52.74,1162,314.08,69,27,0,253408.96,1
B42955,30,433,20,Magnetite,51.04,2150,260.0,48,20,0,412800.0,1
B42956,444,428,79,Waste,0.0,1632,0.0,43,30,1,-119136.0,0
B42957,281,387,79,Magnetite,63.15,1013,272.23,36,26,0,212962.99000000002,1
B42958,452,89,60,Hematite,61.33,2537,316.73,46,35,0,598047.01,1
B42959,184,446,65,Hematite,58.31,1546,318.71,52,20,0,381413.66,1
B42960,403,64,15,Hematite,60.8,1835,312.82,65,25,0,408874.7,1
B42961,65,154,31,Magnetite,50.95,1363,344.49,37,31,0,376855.87,1
B42962,404,214,37,Hematite,57.97,1305,272.13,41,25,0,268999.64999999997,1
B42963,370,446,15,Waste,0.0,2173,0.0,45,29,1,-160802.0,0
B42964,315,361,54,Waste,0.0,1851,0.0,58,28,1,-159186.0,0
B42965,62,357,7,Magnetite,57.17,1676,254.44,65,23,0,278953.44,1
B42966,434,138,62,Magnetite,52.63,1212,272.91,39,31,0,245926.92000000004,1
B42967,227,230,26,Magnetite,56.08,2344,299.53,45,28,0,530986.32,1
B42968,475,41,3,Magnetite,64.32,1337,286.27,46,27,0,285141.99,1
B42969,467,235,52,Magnetite,62.39,1727,325.11,66,28,0,399126.97000000003,1
B42970,100,468,31,Waste,0.0,1972,0.0,58,37,1,-187340.0,0
B42971,422,85,84,Magnetite,54.48,2056,260.85,58,30,0,355379.60000000003,1
B42972,355,347,13,Hematite,60.44,1952,310.62,32,37,0,471642.24,1
B42973,138,165,68,Magnetite,54.1,1348,304.79,61,32,0,285492.92000000004,1
B42974,118,197,87,Magnetite,56.47,1320,321.15,36,39,0,324917.99999999994,1
B42975,56,344,93,Hematite,53.31,2445,276.79,37,38,0,493376.55000000005,1
B42976,130,61,99,Magnetite,57.7,1169,318.92,33,35,0,293325.48000000004,1
B42977,36,387,84,Hematite,58.66,2311,256.45,68,38,0,347689.94999999995,1
B42978,467,33,93,Magnetite,53.31,2495,309.73,31,20,0,645531.3500000001,1
B42979,479,281,23,Magnetite,62.32,2178,341.23,65,27,0,542822.9400000001,1
B42980,110,230,86,Waste,0.0,1350,0.0,69,37,1,-143100.0,0
B42981,152,372,31,Hematite,63.47,2316,305.26,53,20,0,537914.16,1
B42982,404,309,89,Hematite,55.89,1770,310.14,40,22,0,439207.8,1
B42983,249,410,57,Magnetite,59.84,2839,344.76,33,27,0,808433.64,1
B42984,241,166,55,Hematite,62.92,2119,280.31,54,31,0,413861.89,1
B42985,207,212,19,Magnetite,57.01,2894,289.74,67,38,0,534637.56,1
B42986,367,276,97,Magnetite,59.65,2357,251.72,44,38,0,400030.04,1
B42987,169,53,1,Hematite,60.81,1333,307.52,51,27,0,305950.16,1
B42988,256,183,72,Magnetite,59.07,1658,344.63,49,34,0,433782.54,1
B42989,278,220,44,Magnetite,55.43,2345,275.48,35,23,0,509990.60000000003,1
B42990,362,97,14,Magnetite,64.21,1079,342.38,42,28,0,293898.02,1
B42991,112,62,1,Magnetite,59.87,2420,297.56,64,31,0,490195.2,1
B42992,407,474,64,Magnetite,52.42,2340,323.71,69,25,0,537521.3999999999,1
B42993,174,41,46,Hematite,53.67,1165,293.74,60,36,0,230367.1,1
B42994,88,248,84,Hematite,54.9,2942,264.32,53,22,0,556979.44,1
B42995,134,109,72,Magnetite,64.01,2548,277.67,65,36,0,450155.16000000003,1
B42996,293,153,40,Hematite,56.25,1908,279.06,67,27,0,353094.48,1
B42997,494,196,90,Magnetite,56.56,1765,319.19,64,26,0,404520.35,1
B42998,302,147,37,Magnetite,59.53,2276,337.46,52,22,0,599634.96,1
B42999,358,455,51,Hematite,55.28,2261,322.21,54,38,0,520504.80999999994,1
B43000,418,371,49,Waste,0.0,1761,0.0,36,39,1,-132075.0,0
B43001,205,209,19,Hematite,52.63,1131,318.37,50,26,0,274120.47000000003,1
B43002,317,436,85,Hematite,59.58,1923,330.43,58,30,0,466192.89,1
B43003,72,383,16,Magnetite,58.04,2431,349.82,65,33,0,612174.4199999999,1
B43004,258,452,61,Hematite,56.77,2656,328.08,35,32,0,693428.48,1
B43005,357,451,49,Magnetite,57.78,1986,331.52,43,24,0,525336.72,1
B43006,147,242,65,Hematite,52.42,1143,343.71,67,21,0,292276.52999999997,1
B43007,488,106,62,Hematite,56.8,2006,326.85,69,23,0,471109.10000000003,1
B43008,224,4,78,Hematite,59.65,1516,325.98,60,22,0,369873.68000000005,1
B43009,104,143,8,Magnetite,51.66,1073,291.55,34,30,0,244161.15000000002,1
B43010,43,136,32,Waste,0.0,2416,0.0,53,23,1,-183616.0,0
B43011,415,280,44,Waste,0.0,1267,0.0,39,37,1,-96292.0,0
B43012,355,440,32,Magnetite,63.07,1220,278.81,34,35,0,255968.2,1
B43013,25,165,3,Magnetite,52.35,1322,282.33,49,38,0,258226.25999999998,1
B43014,303,135,64,Hematite,64.11,1181,307.94,46,27,0,277464.14,1
B43015,260,127,8,Hematite,51.9,1162,282.54,46,21,0,250457.48,1
B43016,58,64,71,Waste,0.0,2367,0.0,33,35,1,-160956.0,0
B43017,60,414,79,Waste,0.0,2925,0.0,30,22,1,-152100.0,0
B43018,304,288,92,Waste,0.0,2103,0.0,63,32,1,-199785.0,0
B43019,413,438,73,Magnetite,50.86,1511,325.21,51,22,0,381089.31,1
B43020,400,379,22,Waste,0.0,2893,0.0,49,37,1,-248798.0,0
B43021,69,127,73,Waste,0.0,1278,0.0,35,38,1,-93294.0,0
B43022,441,196,93,Magnetite,56.36,1497,317.13,53,24,0,359474.61,1
B43023,446,81,0,Magnetite,54.69,2643,321.85,48,37,0,625994.55,1
B43024,444,291,15,Waste,0.0,2162,0.0,42,27,1,-149178.0,0
B43025,446,495,69,Waste,0.0,1754,0.0,33,27,1,-105240.0,0
B43026,270,83,18,Waste,0.0,2012,0.0,47,33,1,-160960.0,0
B43027,256,151,33,Magnetite,52.25,1128,342.29,44,25,0,308271.12,1
B43028,396,188,80,Hematite,64.55,1277,250.01,32,35,0,233703.77,1
B43029,431,210,59,Magnetite,53.11,2252,251.28,50,28,0,390226.56,1
B43030,383,27,62,Magnetite,60.35,1210,288.26,64,26,0,239894.59999999998,1
B43031,417,59,59,Magnetite,64.81,2530,332.58,60,33,0,606137.3999999999,1
B43032,124,93,48,Magnetite,64.03,1773,348.22,43,33,0,482646.06000000006,1
B43033,413,486,74,Magnetite,64.52,2376,256.81,33,34,0,450988.56,1
B43034,18,334,92,Magnetite,60.78,2735,268.57,50,26,0,526678.95,1
B43035,118,113,98,Magnetite,51.81,2814,282.48,34,35,0,600732.7200000001,1
B43036,319,328,59,Hematite,50.4,2378,296.44,60,25,0,502804.32,1
B43037,65,123,27,Magnetite,54.94,2761,288.58,30,22,0,653197.38,1
B43038,244,38,76,Magnetite,53.51,1664,289.9,51,34,0,340953.6,1
B43039,56,414,3,Magnetite,58.57,1718,315.97,49,32,0,403678.46,1
B43040,43,256,51,Waste,0.0,1252,0.0,33,39,1,-90144.0,0
B43041,11,12,79,Magnetite,56.81,1636,286.41,46,27,0,349138.76000000007,1
B43042,377,227,53,Magnetite,56.81,2539,320.21,68,38,0,543879.19,1
B43043,423,193,33,Magnetite,58.22,1034,274.06,67,26,0,187216.04,1
B43044,235,41,84,Magnetite,58.78,2341,252.09,46,32,0,407544.69,1
B43045,23,420,15,Hematite,60.43,1618,339.66,57,22,0,421747.88000000006,1
B43046,394,184,83,Magnetite,54.27,1795,305.44,41,35,0,411844.8,1
B43047,449,34,34,Magnetite,61.07,1241,283.14,66,29,0,233481.74,1
B43048,256,36,35,Waste,0.0,2842,0.0,67,32,1,-281358.0,0
B43049,441,74,80,Magnetite,56.47,1317,261.42,33,28,0,263953.14,1
B43050,283,249,36,Waste,0.0,2609,0.0,43,33,1,-198284.0,0
B43051,323,465,86,Hematite,58.98,1130,283.02,37,34,0,239582.59999999998,1
B43052,360,126,45,Magnetite,64.08,2746,316.23,52,26,0,654179.5800000001,1
B43053,250,19,53,Hematite,58.52,1056,277.02,60,37,0,190101.12,1
B43054,93,449,34,Hematite,62.37,2692,329.4,60,27,0,652540.7999999999,1
B43055,379,215,54,Hematite,55.26,2347,274.13,54,30,0,446235.11,1
B43056,442,246,5,Magnetite,52.63,1265,343.18,56,33,0,321537.7,1
B43057,454,207,64,Hematite,59.69,2774,284.82,32,25,0,631972.6799999999,1
B43058,379,150,64,Magnetite,55.93,1156,257.68,53,33,0,198462.08000000002,1
B43059,21,438,2,Hematite,55.94,1708,260.46,32,39,0,323597.68,1
B43060,473,312,44,Hematite,55.35,2538,337.8,51,31,0,649220.4,1
B43061,156,433,50,Magnetite,56.91,2283,332.86,53,26,0,579562.38,1
B43062,88,165,78,Magnetite,50.16,2661,293.98,55,21,0,580044.78,1
B43063,201,302,72,Magnetite,55.89,2159,334.71,40,28,0,575826.89,1
B43064,467,107,97,Magnetite,50.23,2370,338.34,56,24,0,612265.7999999999,1
B43065,461,348,24,Hematite,55.85,1513,282.18,42,25,0,325567.34,1
B43066,480,127,80,Magnetite,54.35,1003,265.77,37,37,0,192345.30999999997,1
B43067,196,157,54,Waste,0.0,1961,0.0,58,31,1,-174529.0,0
B43068,44,451,71,Magnetite,54.94,1974,269.31,62,31,0,348035.94,1
B43069,453,348,65,Magnetite,53.49,1581,341.09,64,28,0,393811.29,1
B43070,469,235,5,Magnetite,63.19,1655,255.82,66,26,0,271122.1,1
B43071,379,121,22,Hematite,58.68,2528,328.91,36,35,0,651996.4800000001,1
B43072,400,298,49,Waste,0.0,1875,0.0,35,39,1,-138750.0,0
B43073,78,373,76,Waste,0.0,2770,0.0,36,28,1,-177280.0,0
B43074,38,232,96,Magnetite,64.77,2415,296.46,56,33,0,501015.89999999997,1
B43075,423,410,9,Magnetite,50.41,2847,272.48,39,27,0,587848.56,1
B43076,283,480,34,Waste,0.0,1733,0.0,31,38,1,-119577.0,0
B43077,385,81,85,Waste,0.0,1773,0.0,40,23,1,-111699.0,0
B43078,465,63,76,Hematite,58.4,2747,342.31,67,39,0,649143.57,1
B43079,154,5,68,Waste,0.0,2431,0.0,60,28,1,-213928.0,0
B43080,148,351,69,Hematite,52.97,1166,320.28,36,27,0,299988.48,1
B43081,342,286,11,Hematite,61.4,2375,286.62,35,38,0,507347.5,1
B43082,390,203,86,Hematite,64.55,1482,285.38,42,20,0,331049.16,1
B43083,444,86,48,Magnetite,52.7,1248,255.59,54,39,0,202912.32,1
B43084,51,156,46,Waste,0.0,2705,0.0,36,28,1,-173120.0,0
B43085,250,386,92,Hematite,55.39,1772,344.87,32,28,0,504789.64,1
B43086,431,96,94,Waste,0.0,1626,0.0,42,37,1,-128454.0,0
B43087,381,358,1,Magnetite,59.26,2923,324.78,41,39,0,715491.94,1
B43088,146,219,85,Hematite,53.68,2885,299.34,51,20,0,658760.8999999999,1
B43089,328,209,17,Hematite,64.33,2735,254.75,55,28,0,469736.25,1
B43090,395,107,23,Magnetite,59.91,2461,275.72,52,34,0,466900.92000000004,1
B43091,493,213,13,Waste,0.0,2888,0.0,66,28,1,-271472.0,0
B43092,349,147,37,Magnetite,63.61,2384,284.1,48,37,0,474654.4000000001,1
B43093,454,207,40,Magnetite,56.2,2806,255.27,60,34,0,452523.62000000005,1
B43094,257,57,33,Hematite,59.54,2476,319.86,65,23,0,574085.36,1
B43095,272,243,67,Hematite,54.09,2392,284.9,59,32,0,463808.79999999993,1
B43096,458,56,73,Magnetite,51.08,1894,327.18,54,31,0,458688.92000000004,1
B43097,497,70,71,Magnetite,50.29,1619,313.82,57,37,0,355888.58,1
B43098,124,496,37,Hematite,51.04,1020,268.12,62,21,0,188822.4,1
B43099,203,259,90,Hematite,57.13,2018,284.12,50,22,0,428058.16000000003,1
B43100,255,41,62,Hematite,50.74,2846,340.99,34,23,0,808235.54,1
B43101,130,357,29,Hematite,55.95,2396,288.34,57,36,0,468034.63999999996,1
B43102,20,33,66,Magnetite,64.42,2467,276.99,64,37,0,434167.33,1
B43103,77,483,38,Waste,0.0,1704,0.0,39,33,1,-122688.0,0
B43104,334,273,28,Hematite,60.78,2165,271.7,69,35,0,363070.5,1
B43105,50,352,95,Hematite,58.28,2873,309.32,30,24,0,733534.36,1
B43106,361,192,41,Hematite,56.11,1345,258.95,49,25,0,248757.74999999997,1
B43107,360,367,48,Magnetite,52.2,1268,277.69,48,29,0,254474.91999999998,1
B43108,265,408,87,Hematite,60.28,1376,264.98,34,28,0,279300.48000000004,1
B43109,115,428,91,Hematite,61.81,2911,302.38,65,33,0,594950.1799999999,1
B43110,54,141,94,Hematite,53.25,2221,287.18,52,23,0,471251.78,1
B43111,291,266,18,Magnetite,52.98,2402,344.9,65,23,0,617073.7999999999,1
B43112,50,120,28,Magnetite,52.02,2217,311.67,55,39,0,482574.39,1
B43113,329,435,79,Waste,0.0,2744,0.0,47,23,1,-192080.0,0
B43114,272,253,32,Magnetite,57.1,2279,339.85,51,25,0,601314.15,1
B43115,253,252,98,Magnetite,61.38,2887,328.61,52,21,0,737946.0700000001,1
B43116,491,263,86,Magnetite,59.1,1974,314.02,53,23,0,469851.48,1
B43117,472,315,81,Hematite,62.17,2104,327.72,58,35,0,493850.88000000006,1
B43118,60,297,38,Magnetite,57.63,1660,300.4,33,34,0,387443.99999999994,1
B43119,346,143,36,Magnetite,63.86,1357,324.04,36,24,0,358302.28,1
B43120,480,250,12,Hematite,52.66,1535,336.59,32,25,0,429170.64999999997,1
B43121,458,166,16,Hematite,52.79,1152,280.12,30,30,0,253578.24,1
B43122,396,100,7,Magnetite,58.77,1442,327.84,31,20,0,399203.27999999997,1
B43123,448,350,44,Hematite,59.41,2586,274.26,58,36,0,466152.36,1
B43124,350,41,34,Magnetite,62.05,2110,344.17,64,27,0,534188.7000000001,1
B43125,224,401,16,Magnetite,51.81,1247,262.43,38,27,0,246195.21000000002,1
B43126,468,376,74,Hematite,58.56,2381,268.04,54,26,0,447723.24000000005,1
B43127,335,390,18,Waste,0.0,2520,0.0,62,25,1,-219240.0,0
B43128,102,387,49,Magnetite,59.19,2474,318.47,37,22,0,641928.78,1
B43129,470,95,76,Magnetite,50.99,1974,257.07,37,30,0,375198.18,1
B43130,457,478,97,Magnetite,60.91,2161,258.24,43,38,0,383015.64,1
B43131,47,457,21,Waste,0.0,2189,0.0,38,20,1,-126962.0,0
B43132,224,285,83,Magnetite,51.19,1942,340.32,51,33,0,497773.44,1
B43133,341,177,35,Magnetite,53.05,2897,250.47,61,30,0,461984.59,1
B43134,232,241,94,Hematite,61.97,1385,344.4,57,31,0,355113.99999999994,1
B43135,69,226,30,Hematite,50.93,1704,313.65,48,22,0,415179.6,1
B43136,46,300,17,Hematite,55.52,2549,297.62,67,21,0,534321.38,1
B43137,227,286,91,Hematite,61.08,2439,327.4,48,29,0,610725.6,1
B43138,494,478,19,Magnetite,51.34,2957,261.3,50,26,0,547932.1,1
B43139,9,45,61,Hematite,60.39,1146,319.81,33,33,0,290866.26,1
B43140,184,437,33,Hematite,63.56,1421,261.03,60,22,0,254401.62999999998,1
B43141,79,45,21,Waste,0.0,2011,0.0,44,21,1,-130715.0,0
B43142,12,224,49,Magnetite,55.73,2479,305.81,67,20,0,542429.99,1
B43143,498,4,99,Hematite,61.83,1906,307.5,40,32,0,448863.0,1
B43144,444,265,71,Magnetite,62.52,2717,259.96,65,28,0,453630.31999999995,1
B43145,313,109,92,Hematite,57.76,2080,271.42,61,39,0,356553.60000000003,1
B43146,339,242,21,Hematite,51.21,2708,311.68,52,30,0,621973.4400000001,1
B43147,323,150,2,Hematite,52.18,1953,285.71,30,21,0,458388.62999999995,1
B43148,83,6,44,Magnetite,63.08,1780,259.19,32,35,0,342098.2,1
B43149,85,313,1,Magnetite,50.5,1484,268.59,57,23,0,279867.55999999994,1
B43150,156,302,72,Hematite,60.38,2414,283.44,49,33,0,486276.16,1
B43151,143,347,72,Magnetite,64.76,2758,300.0,48,25,0,626066.0,1
B43152,490,276,25,Hematite,53.54,2882,311.11,32,25,0,732345.02,1
B43153,62,158,58,Magnetite,55.3,2792,320.87,45,32,0,680885.04,1
B43154,430,488,0,Hematite,60.55,1209,328.59,67,39,0,269111.31,1
B43155,42,154,52,Magnetite,57.39,1013,254.67,54,26,0,176940.71,1
B43156,406,412,56,Hematite,51.57,1136,311.24,58,34,0,249056.64,1
B43157,157,393,79,Magnetite,50.59,1078,293.82,49,23,0,239121.96,1
B43158,184,71,42,Waste,0.0,2228,0.0,64,33,1,-216116.0,0
B43159,285,136,17,Hematite,64.72,2424,258.93,49,28,0,440998.32,1
B43160,490,138,38,Magnetite,56.01,2052,339.35,44,38,0,528082.2000000001,1
B43161,322,149,30,Magnetite,63.85,2508,344.25,43,27,0,687819.0,1
B43162,439,359,45,Magnetite,61.07,1615,272.91,46,21,0,332544.65,1
B43163,23,345,0,Magnetite,58.23,1617,336.27,55,21,0,420856.58999999997,1
B43164,496,49,45,Hematite,56.58,2354,251.66,68,21,0,382901.64,1
B43165,356,100,0,Magnetite,60.13,2411,288.2,40,23,0,542957.2,1
B43166,204,167,55,Hematite,56.44,1277,254.25,44,31,0,228902.25,1
B43167,361,65,45,Waste,0.0,2159,0.0,59,20,1,-170561.0,0
B43168,223,446,87,Waste,0.0,1839,0.0,42,31,1,-134247.0,0
B43169,100,241,54,Hematite,64.83,2695,342.33,60,25,0,693504.35,1
B43170,203,146,55,Magnetite,50.26,2202,271.64,39,29,0,448415.27999999997,1
B43171,7,241,77,Waste,0.0,2626,0.0,60,38,1,-257348.0,0
B43172,471,115,22,Magnetite,62.26,1107,253.67,69,36,0,164577.68999999997,1
B43173,171,271,47,Hematite,60.72,1925,317.73,36,31,0,482655.25000000006,1
B43174,207,131,61,Hematite,54.24,1131,276.88,33,21,0,252077.28,1
B43175,95,304,7,Hematite,55.85,1745,343.5,54,39,0,437122.5,1
B43176,161,37,65,Hematite,56.48,2028,336.13,56,22,0,523487.64,1
B43177,290,491,4,Magnetite,52.84,1957,342.22,65,23,0,497508.54000000004,1
B43178,95,134,37,Magnetite,52.16,2101,276.87,45,34,0,415724.87,1
B43179,305,182,96,Magnetite,60.46,1690,276.16,47,31,0,334890.4,1
B43180,144,13,3,Hematite,60.15,1238,297.84,58,34,0,254829.91999999995,1
B43181,257,203,38,Magnetite,64.67,1725,348.5,46,37,0,457987.5,1
B43182,473,84,7,Hematite,50.22,1996,313.44,51,35,0,453970.24,1
B43183,437,243,92,Hematite,51.95,2809,348.94,43,21,0,800396.46,1
B43184,299,289,92,Hematite,57.17,1402,349.38,64,34,0,352434.76,1
B43185,464,148,36,Waste,0.0,1717,0.0,46,27,1,-125341.0,0
B43186,101,126,37,Magnetite,61.53,1861,261.8,56,31,0,325302.80000000005,1
B43187,176,419,93,Waste,0.0,1644,0.0,50,30,1,-131520.0,0
B43188,385,487,59,Magnetite,62.3,2898,325.08,40,23,0,759507.84,1
B43189,327,318,11,Magnetite,54.64,2602,257.91,49,29,0,468125.82000000007,1
B43190,109,297,71,Hematite,50.15,1941,257.09,32,39,0,361200.68999999994,1
B43191,197,432,58,Waste,0.0,1888,0.0,55,34,1,-168032.0,0
B43192,392,70,18,Magnetite,52.1,1798,283.04,43,20,0,395631.92000000004,1
B43193,128,84,66,Hematite,63.78,1700,330.01,58,31,0,409717.0,1
B43194,452,137,39,Hematite,52.98,2202,308.71,36,29,0,536649.4199999999,1
B43195,358,276,22,Waste,0.0,2813,0.0,44,32,1,-213788.0,0
B43196,136,112,15,Waste,0.0,2354,0.0,57,38,1,-223630.0,0
B43197,397,463,27,Magnetite,52.17,2685,251.27,37,22,0,516244.95,1
B43198,26,62,89,Magnetite,52.62,1834,253.6,45,30,0,327552.39999999997,1
B43199,136,88,49,Magnetite,62.38,1674,319.03,65,20,0,391766.22,1
B43200,163,76,11,Magnetite,62.89,1285,284.77,31,36,0,279834.44999999995,1
B43201,348,382,43,Magnetite,60.05,1457,289.12,34,35,0,320714.84,1
B43202,467,118,87,Hematite,60.54,2346,291.77,61,39,0,449892.42,1
B43203,462,305,77,Magnetite,57.61,1727,261.18,67,29,0,285265.86,1
B43204,355,282,17,Magnetite,58.11,1678,284.62,48,20,0,363488.36,1
B43205,130,228,59,Hematite,57.62,2247,254.84,49,30,0,395112.48,1
B43206,372,135,39,Hematite,60.33,2755,326.23,52,31,0,670098.65,1
B43207,150,413,86,Magnetite,55.6,2758,250.09,55,36,0,438770.22000000003,1
B43208,377,478,14,Hematite,63.04,1308,299.85,51,26,0,291487.80000000005,1
B43209,245,122,53,Magnetite,54.1,1912,327.38,43,39,0,469166.56,1
B43210,109,198,66,Hematite,64.5,1755,316.76,48,33,0,413758.8,1
B43211,72,29,62,Hematite,55.34,1354,299.85,56,31,0,288198.9,1
B43212,285,17,54,Magnetite,55.74,2137,348.63,55,39,0,544144.3099999999,1
B43213,274,22,39,Magnetite,52.72,1083,341.76,41,34,0,288901.08,1
B43214,357,37,9,Magnetite,54.24,2151,294.24,39,33,0,478038.24,1
B43215,66,236,54,Magnetite,52.74,1324,280.77,39,25,0,287003.48,1
B43216,49,247,95,Hematite,58.96,1960,306.6,64,30,0,416696.00000000006,1
B43217,303,360,8,Magnetite,58.72,1869,288.7,36,35,0,406881.3,1
B43218,2,29,72,Hematite,56.51,2342,345.98,37,27,0,660397.16,1
B43219,225,118,62,Magnetite,60.31,1433,280.49,59,24,0,283003.17000000004,1
B43220,65,285,60,Waste,0.0,1484,0.0,59,27,1,-127624.0,0
B43221,154,455,58,Waste,0.0,1042,0.0,34,38,1,-75024.0,0
B43222,470,459,85,Magnetite,60.9,1182,288.78,49,25,0,253869.95999999996,1
B43223,361,73,65,Magnetite,53.8,2023,325.91,46,35,0,495452.93000000005,1
B43224,479,70,62,Magnetite,54.18,2244,286.5,48,25,0,479094.0,1
B43225,110,422,44,Magnetite,61.95,2403,321.21,30,38,0,608463.63,1
B43226,482,272,32,Waste,0.0,1925,0.0,67,20,1,-167475.0,0
B43227,295,479,95,Waste,0.0,2146,0.0,39,28,1,-143782.0,0
B43228,380,324,74,Hematite,50.67,1675,257.13,57,20,0,301717.75,1
B43229,255,361,25,Hematite,50.56,1619,311.71,30,22,0,420470.49,1
B43230,273,212,29,Waste,0.0,1659,0.0,60,28,1,-145992.0,0
B43231,154,478,15,Magnetite,57.42,1741,323.0,66,34,0,388243.0,1
B43232,138,435,80,Magnetite,50.46,1429,326.55,48,24,0,363751.95,1
B43233,166,334,88,Magnetite,52.33,2219,345.61,48,23,0,609359.5900000001,1
B43234,18,140,87,Magnetite,57.29,2443,276.93,43,31,0,495757.99,1
B43235,344,237,55,Hematite,57.97,1738,314.02,69,30,0,373704.75999999995,1
B43236,390,496,9,Hematite,56.71,2703,272.39,51,22,0,538951.1699999999,1
B43237,222,6,57,Magnetite,62.5,1460,300.8,34,33,0,341348.0,1
B43238,56,215,4,Hematite,54.2,2655,252.79,55,33,0,437517.44999999995,1
B43239,385,67,28,Waste,0.0,1732,0.0,56,26,1,-142024.0,0
B43240,293,315,38,Magnetite,58.0,1867,325.96,54,32,0,448005.31999999995,1
B43241,132,104,15,Hematite,55.39,1787,349.93,61,36,0,451985.91000000003,1
B43242,461,466,85,Waste,0.0,2049,0.0,54,21,1,-153675.0,0
B43243,337,429,40,Waste,0.0,1588,0.0,64,38,1,-161976.0,0
B43244,291,34,43,Waste,0.0,1791,0.0,42,27,1,-123579.0,0
B43245,451,28,36,Hematite,52.91,1809,262.35,35,28,0,360624.15,1
B43246,343,355,8,Waste,0.0,2589,0.0,46,24,1,-181230.0,0
B43247,204,118,33,Hematite,61.13,2542,342.08,44,26,0,691627.36,1
B43248,118,33,64,Hematite,52.11,1928,287.22,64,22,0,387952.16000000003,1
B43249,252,391,81,Magnetite,61.93,2400,308.42,42,36,0,553008.0,1
B43250,84,449,18,Magnetite,61.17,2900,329.83,69,35,0,654907.0,1
B43251,184,259,49,Hematite,61.27,1587,260.1,40,26,0,308036.7,1
B43252,224,321,80,Waste,0.0,2690,0.0,54,36,1,-242100.0,0
B43253,147,349,38,Hematite,64.06,1041,334.88,51,32,0,262207.08,1
B43254,388,312,84,Waste,0.0,2105,0.0,61,31,1,-193660.0,0
B43255,279,348,15,Waste,0.0,2869,0.0,62,38,1,-286900.0,0
B43256,226,131,33,Hematite,55.1,2481,344.0,64,37,0,602883.0,1
B43257,285,340,46,Waste,0.0,1006,0.0,40,20,1,-60360.0,0
B43258,283,200,83,Waste,0.0,2982,0.0,38,27,1,-193830.0,0
B43259,180,449,37,Magnetite,55.11,2167,282.43,42,21,0,475504.81,1
B43260,434,403,66,Magnetite,58.06,1800,323.68,41,27,0,460224.0,1
B43261,108,112,73,Waste,0.0,2473,0.0,49,27,1,-187948.0,0
B43262,134,96,31,Magnetite,50.94,2661,265.45,54,26,0,493482.44999999995,1
B43263,425,310,43,Magnetite,55.24,2759,265.24,57,29,0,494523.16000000003,1
B43264,290,5,62,Hematite,60.36,2559,331.97,65,26,0,616642.2300000001,1
B43265,374,28,72,Magnetite,59.32,1921,273.05,68,26,0,343955.05000000005,1
B43266,477,335,13,Hematite,62.55,1736,317.52,39,20,0,448790.72,1
B43267,289,355,34,Hematite,52.28,1605,252.11,52,29,0,274631.55000000005,1
B43268,102,388,25,Magnetite,62.22,1653,288.38,33,25,0,380818.14,1
B43269,200,164,3,Magnetite,57.53,2504,307.16,38,27,0,606368.64,1
B43270,116,392,65,Magnetite,54.78,2244,338.53,62,27,0,559945.32,1
B43271,331,479,0,Hematite,53.33,2422,266.93,44,21,0,489074.46,1
B43272,309,36,1,Waste,0.0,1622,0.0,58,39,1,-157334.0,0
B43273,28,481,53,Hematite,61.12,1432,345.69,64,34,0,354692.08,1
B43274,393,422,3,Magnetite,59.38,1076,266.02,31,34,0,216297.52,1
B43275,26,62,93,Waste,0.0,1800,0.0,47,29,1,-136800.0,0
B43276,466,238,67,Magnetite,52.79,1426,318.19,62,23,0,332528.94,1
B43277,12,249,19,Magnetite,61.26,1971,333.39,59,31,0,479721.68999999994,1
B43278,41,184,72,Hematite,53.82,1653,306.09,53,30,0,368767.76999999996,1
B43279,420,246,62,Magnetite,60.5,2670,267.98,31,21,0,576666.6000000001,1
B43280,444,39,86,Magnetite,60.19,2907,321.93,53,28,0,700383.51,1
B43281,223,476,27,Magnetite,56.9,2114,315.43,32,24,0,548435.02,1
B43282,462,63,95,Waste,0.0,2966,0.0,31,33,1,-189824.0,0
B43283,20,222,20,Hematite,60.63,1487,341.03,48,28,0,394099.61,1
B43284,386,121,96,Hematite,57.17,1045,317.31,36,21,0,272023.95,1
B43285,135,130,38,Waste,0.0,1461,0.0,64,26,1,-131490.0,0
B43286,325,298,45,Waste,0.0,2876,0.0,66,34,1,-287600.0,0
B43287,220,124,56,Hematite,64.25,2455,291.09,54,31,0,505950.94999999995,1
B43288,466,24,90,Magnetite,59.62,2218,309.1,37,20,0,559157.8,1
B43289,144,310,6,Hematite,63.28,1980,345.81,32,29,0,563923.8,1
B43290,9,361,18,Hematite,55.37,1470,332.2,48,33,0,369264.0,1
B43291,224,35,4,Magnetite,55.1,1293,272.65,36,21,0,278835.44999999995,1
B43292,140,107,71,Waste,0.0,2193,0.0,48,33,1,-177633.0,0
B43293,474,185,54,Hematite,53.06,1858,319.89,52,21,0,458721.62,1
B43294,105,460,95,Waste,0.0,2015,0.0,56,39,1,-191425.0,0
B43295,267,102,44,Hematite,52.09,1884,275.34,52,22,0,379324.55999999994,1
